0,0,30,2274,328
0,0,60,2407,372
0,0,90,2530,413
0,0,120,2645,452
0,0,150,2751,488
0,0,180,2850,497
0,30,30,2275,529
0,30,60,2409,566
0,30,90,2532,600
0,30,120,2647,631
0,30,150,2753,662
0,30,180,2851,689
0,60,30,2275,732
0,60,60,2410,762
0,60,90,2533,787
0,60,120,2649,813
0,60,150,2755,836
0,60,180,2854,858
0,90,30,2275,938
0,90,60,2411,959
0,90,90,2535,978
0,90,120,2650,996
0,90,150,2758,1012
0,90,180,2856,1028
0,120,30,2275,1145
0,120,60,2412,1158
0,120,90,2536,1170
0,120,120,2652,1180
0,120,150,2758,1190
0,120,180,2858,1200
0,150,30,2276,1355
0,150,60,2412,1359
0,150,90,2536,1362
0,150,120,2652,1365
0,150,150,2759,1369
0,150,180,2858,1371
0,180,30,2276,1564
0,180,60,2413,1559
0,180,90,2537,1555
0,180,120,2652,1551
0,180,150,2759,1547
0,180,180,2859,1543
0,210,30,2276,1773
0,210,60,2413,1760
0,210,90,2537,1748
0,210,120,2653,1736
0,210,150,2760,1726
0,210,180,2858,1715
0,240,30,2276,1980
0,240,60,2413,1959
0,240,90,2536,1939
0,240,120,2653,1921
0,240,150,2759,1903
0,240,180,2859,1887
0,270,30,2276,2188
0,270,60,2412,2158
0,270,90,2536,2131
0,270,120,2652,2105
0,270,150,2758,2081
0,270,180,2847,2058
30,0,0,1981,329
60,0,0,1847,372
90,0,0,1723,414
120,0,0,1610,451
150,0,0,1503,488
180,0,0,1404,521
30,30,0,1980,529
60,30,0,1846,566
90,30,0,1722,600
120,30,0,1607,631
150,30,0,1501,661
180,30,0,1401,689
30,60,0,1979,733
60,60,0,1844,762
90,60,0,1719,788
120,60,0,1605,813
150,60,0,1497,836
180,60,0,1399,857
30,90,0,1978,938
60,90,0,1842,959
90,90,0,1717,978
120,90,0,1603,996
150,90,0,1496,1012
180,90,0,1397,1028
30,120,0,1977,1146
60,120,0,1841,1158
90,120,0,1716,1169
120,120,0,1601,1180
150,120,0,1494,1191
180,120,0,1395,1199
30,150,0,1976,1354
60,150,0,1840,1358
90,150,0,1715,1362
120,150,0,1600,1366
150,150,0,1493,1368
180,150,0,1394,1371
30,180,0,1975,1564
60,180,0,1840,1559
90,180,0,1714,1555
120,180,0,1600,1551
150,180,0,1493,1547
180,180,0,1394,1544
30,210,0,1975,1772
60,210,0,1840,1760
90,210,0,1715,1747
120,210,0,1600,1736
150,210,0,1493,1725
180,210,0,1394,1715
30,240,0,1975,1981
60,240,0,1840,1959
90,240,0,1715,1939
120,240,0,1601,1921
150,240,0,1493,1903
180,240,0,1396,1887
30,270,0,1976,2188
60,270,0,1841,2158
90,270,0,1716,2131
120,270,0,1602,2105
150,270,0,1495,2081
180,270,0,1397,2058
